,time,ks01,accelerator_current,kth01,pgm_en_setpoint,pgm_en
0,1733396414.5896223,2.9022e-06,296.8033468,1.01871e-10,400.2,400.1992463068924
1,1733396416.1515176,2.9016e-06,296.7794821,1.03205e-10,400.2202247191011,400.21928317997754
2,1733396417.710093,2.8959e-06,296.75401830000004,1.05316e-10,400.24044943820223,400.2369442743448
3,1733396419.3905904,2.8973e-06,296.74206499999997,1.07957e-10,400.26067415730336,400.2592285474759
4,1733396420.979703,2.8953e-06,296.7193601,1.1017e-10,400.2808988764045,400.27939015582746
5,1733396422.7506413,2.8983e-06,296.694443,1.14082e-10,400.3011235955056,400.2992132935145
6,1733396424.3657868,2.8999e-06,296.6790133,1.16644e-10,400.3213483146067,400.3196986484633
7,1733396426.1293824,2.8949e-06,296.65567550000003,1.21681e-10,400.34157303370785,400.34041595524326
8,1733396427.6950753,2.8954e-06,296.63092409999996,1.25439e-10,400.36179775280897,400.3580859934092
9,1733396429.3852453,2.8953e-06,296.6180582,1.30966e-10,400.3820224719101,400.3803399534351
10,1733396431.1513193,2.8862e-06,296.59271440000003,1.37716e-10,400.4022471910112,400.40078098408645
11,1733396432.9740727,2.8872e-06,296.56774659999996,1.43996e-10,400.42247191011234,400.42089231597305
12,1733396434.6302214,2.8849e-06,296.5545724,1.51377e-10,400.44269662921346,400.4401504288237
13,1733396436.346746,2.8846e-06,296.5301454,1.60692e-10,400.4629213483146,400.4622736242524
14,1733396437.9844127,2.8796e-06,296.5042879,1.69037e-10,400.4831460674157,400.4828600961763
15,1733396439.55198,2.889e-06,296.4937512,1.82439e-10,400.5033707865168,400.5022814739288
16,1733396441.1537607,2.8762e-06,296.4679636,1.96142e-10,400.52359550561795,400.5228702596455
17,1733396442.8116384,2.8733e-06,296.44481279999997,1.60827e-10,400.54382022471907,400.5416272762683
18,1733396444.657693,2.8711e-06,296.4222823,2.4244e-10,400.5640449438202,400.563473741685
19,1733396446.1852362,2.8714e-06,296.8109627,2.7207e-10,400.5842696629213,400.58287797915756
20,1733396448.0077562,2.8625e-06,296.7863039,3.1788e-10,400.60449438202244,400.60356928200315
21,1733396449.669895,2.8561e-06,296.7740062,3.7295e-10,400.62471910112356,400.6229453216024
22,1733396451.2469518,2.8432e-06,296.750232,4.4313e-10,400.6449438202247,400.64334866737966
23,1733396452.9929686,2.823e-06,296.72399110000003,5.6132e-10,400.66516853932586,400.6642181130897
24,1733396454.5910418,2.7941e-06,296.71092,7.3236e-10,400.685393258427,400.68152802279565
25,1733396456.14999,2.7781e-06,296.68738279999997,9.5152e-10,400.7056179775281,400.7040093013396
26,1733396457.781871,2.745e-06,296.66235090000004,1.293e-09,400.72584269662923,400.72220335519404
27,1733396459.6552477,2.7155e-06,296.6481178,1.4923e-09,400.74606741573035,400.74210989444947
28,1733396461.4547284,2.7073e-06,296.6250081,1.5209e-09,400.7662921348315,400.76493993697454
29,1733396463.2966483,2.7172e-06,296.599796,1.3641e-09,400.7865168539326,400.7857952641088
30,1733396465.1341667,2.7398e-06,296.5745846,1.1507e-09,400.8067415730337,400.8052858045659
31,1733396466.7183342,2.7545e-06,296.5519187,9.5767e-10,400.82696629213484,400.8236158205787
32,1733396468.2551048,2.7707e-06,296.5376583,8.4084e-10,400.84719101123596,400.8463447934077
33,1733396469.7936153,2.7723e-06,296.511789,7.6062e-10,400.8674157303371,400.8636296841184
34,1733396471.5257733,2.758e-06,296.500721,7.6667e-10,400.8876404494382,400.884181444718
35,1733396473.1590555,2.7471e-06,296.4751306,8.5795e-10,400.90786516853933,400.9063121619343
36,1733396474.6136594,2.7154e-06,296.4626614,1.00675e-09,400.92808988764045,400.92462393676834
37,1733396476.21842,2.7017e-06,296.84851960000003,1.2821e-09,400.9483146067416,400.9471046631133
38,1733396478.0585182,2.6757e-06,296.82302269999997,1.4541e-09,400.9685393258427,400.9674620265393
39,1733396480.0008757,2.6658e-06,296.7983684,1.4965e-09,400.9887640449438,400.98757311450896
40,1733396481.737867,2.6767e-06,296.7701744,1.3897e-09,401.00898876404494,401.0066069665722
41,1733396483.573201,2.6889e-06,296.75867949999997,1.1809e-09,401.02921348314607,401.0274003975405
42,1733396485.1425014,2.711e-06,296.7355728,9.9511e-10,401.0494382022472,401.0485153624688
43,1733396486.6150618,2.726e-06,296.7224391,8.5485e-10,401.0696629213483,401.0670248910721
44,1733396488.1512146,2.7267e-06,296.6956713,7.0844e-10,401.08988764044943,401.0891550942752
45,1733396489.67721,2.7368e-06,296.6852604,6.3563e-10,401.11011235955056,401.1075411653902
46,1733396491.1573653,2.7179e-06,296.6601013,6.1081e-10,401.1303370786517,401.12921721474964
47,1733396492.6778057,2.7188e-06,296.64623240000003,6.3218e-10,401.1505617977528,401.14824226911014
48,1733396494.1543713,2.7035e-06,296.6209474,6.8682e-10,401.1707865168539,401.16969436771905
49,1733396495.797263,2.699e-06,296.59617529999997,7.8807e-10,401.19101123595505,401.1890079694269
50,1733396497.493817,2.6775e-06,296.5823234,8.6022e-10,401.21123595505617,401.21112676822395
51,1733396499.1577508,2.6679e-06,296.5594713,9.088e-10,401.2314606741573,401.2313942140637
52,1733396500.7171297,2.6705e-06,296.5353741,8.8856e-10,401.2516853932584,401.2497312117593
53,1733396502.5293794,2.6866e-06,296.5233839,8.0309e-10,401.27191011235954,401.27176357120794
54,1733396504.197992,2.7038e-06,296.49703700000003,6.9868e-10,401.29213483146066,401.2911812299851
55,1733396505.9992366,2.6935e-06,296.47189849999995,5.7542e-10,401.3123595505618,401.3114150899797
56,1733396507.6772242,2.7069e-06,296.4597811,4.9073e-10,401.3325842696629,401.3321466377661
57,1733396509.3773077,2.7008e-06,296.434435,4.1734e-10,401.352808988764,401.3528714613753
58,1733396511.1577852,2.6909e-06,296.4107131,3.8523e-10,401.37303370786515,401.37193380643197
59,1733396512.995968,2.6908e-06,296.3846701,3.6886e-10,401.39325842696627,401.3924375157827
60,1733396514.6374755,2.689e-06,296.3729192,3.7161e-10,401.4134831460674,401.41126046666966
61,1733396516.3693755,2.6928e-06,296.7551163,3.9343e-10,401.4337078651685,401.4330251522773
62,1733396518.146347,2.6876e-06,296.7279959,4.2514e-10,401.45393258426964,401.4525549692864
63,1733396519.8193173,2.6838e-06,296.7010213,4.513e-10,401.47415730337076,401.47168027607165
64,1733396521.7238393,2.6785e-06,296.6770911,4.5842e-10,401.4943820224719,401.4928546763418
65,1733396523.4016898,2.6844e-06,296.66649409999997,4.3619e-10,401.514606741573,401.51423768167996
66,1733396525.1376898,2.6882e-06,296.64238950000004,3.9282e-10,401.5348314606741,401.53362618360956
67,1733396526.6577258,2.6789e-06,296.62945,3.4539e-10,401.5550561797753,401.5525717213206
68,1733396528.3367794,2.6888e-06,296.60274699999997,2.8751e-10,401.57528089887643,401.57433158885334
69,1733396530.1325264,2.6802e-06,296.5779602,2.4999e-10,401.59550561797755,401.59413196866365
70,1733396531.7289312,2.6628e-06,296.5515242,2.2881e-10,401.6157303370787,401.61235749532284
71,1733396533.4891548,2.6661e-06,296.5414578,2.1248e-10,401.6359550561798,401.63438220747594
72,1733396535.1649492,2.66e-06,296.5152735,2.0874e-10,401.6561797752809,401.6557948543136
73,1733396536.7716894,2.6662e-06,296.4877543,2.1325e-10,401.67640449438204,401.6737054621655
74,1733396538.522605,2.6531e-06,296.47582309999996,2.2218e-10,401.69662921348316,401.6955007486915
75,1733396540.1446812,2.6561e-06,296.4517317,2.2885e-10,401.7168539325843,401.7155829246011
76,1733396541.671157,2.6506e-06,296.4397048,2.2765e-10,401.7370786516854,401.73346211910257
77,1733396543.2371407,2.6399e-06,296.4136346,2.1484e-10,401.75730337078653,401.7562918514713
78,1733396544.7437868,2.6446e-06,296.3894697,1.67975e-10,401.77752808988765,401.77439121471747
79,1733396546.4161522,2.638e-06,298.2674938,1.73348e-10,401.7977528089888,401.79558620034925
80,1733396548.0099845,2.6459e-06,298.2423354,1.5644e-10,401.8179775280899,401.8172922301444
81,1733396549.5313628,2.6195e-06,298.2306986,1.43465e-10,401.838202247191,401.83534688701815
82,1733396551.1924891,2.6465e-06,298.2058647,1.34772e-10,401.85842696629214,401.85754123789184
83,1733396552.7925599,2.6233e-06,298.1795421,1.31522e-10,401.87865168539327,401.8727771963046
84,1733396554.5469568,2.6086e-06,298.1664312,1.30764e-10,401.8988764044944,401.8980079971891
85,1733396556.148565,2.6143e-06,298.1420815,1.32018e-10,401.9191011235955,401.9175240212594
86,1733396557.6057708,2.6056e-06,298.1299074,1.33151e-10,401.93932584269663,401.935210687524
87,1733396559.1239824,2.6068e-06,298.1056932,1.32277e-10,401.95955056179776,401.95818415768883
88,1733396560.6759226,2.5946e-06,298.0910141,1.27494e-10,401.9797752808989,401.97686756465583
89,1733396562.1484933,2.5889e-06,298.0664665,1.21179e-10,402.0,401.99909199263567
