,time,ks01,accelerator_current,kth01,pgm_en_setpoint,pgm_en
0,1733408545.7502701,1.7446e-06,296.3998474,8.86624e-11,400.2,400.200061390579
1,1733408548.9968328,1.7479e-06,296.7576169,8.6959e-11,400.2202247191011,400.22388436758786
2,1733408551.6222832,1.7472e-06,296.73303469999996,8.81293e-11,400.24044943820223,400.2429921184281
3,1733408553.602053,1.7449e-06,296.71039079999997,8.90592e-11,400.26067415730336,400.26239441026246
4,1733408556.2518234,1.7495e-06,296.673742,9.01795e-11,400.2808988764045,400.28191032181917
5,1733408558.221378,1.7443e-06,296.6482811,9.14441e-11,400.3011235955056,400.30032440954864
6,1733408560.2249844,1.7425e-06,296.6228836,9.28376e-11,400.3213483146067,400.3211800015798
7,1733408562.1852717,1.7539e-06,296.5968406,9.43471e-11,400.34157303370785,400.3418844779487
8,1733408564.1644988,1.753e-06,296.5714724,9.61211e-11,400.36179775280897,400.3628160508926
9,1733408566.144864,1.7513e-06,296.54857469999996,9.81599e-11,400.3820224719101,400.3835269260051
10,1733408568.1184022,1.7579e-06,296.5229549,1.004325e-10,400.4022471910112,400.401941904881
11,1733408570.104752,1.7421e-06,296.4993169,1.026849e-10,400.42247191011234,400.42283055470915
12,1733408572.087716,1.7525e-06,296.4725064,1.055911e-10,400.44269662921346,400.44288840777836
13,1733408574.068906,1.7528e-06,296.4478344,1.086537e-10,400.4629213483146,400.46171612813606
14,1733408576.0518382,1.7542e-06,296.8245342,1.126414e-10,400.4831460674157,400.48326882593625
15,1733408578.029764,1.7445e-06,296.8000315,1.165761e-10,400.5033707865168,400.5026443279014
16,1733408580.0091224,1.7484e-06,296.77696380000003,1.209859e-10,400.52359550561795,400.5235068583683
17,1733408581.99815,1.7463e-06,296.7518142,1.261723e-10,400.54382022471907,400.5422714562093
18,1733408584.003289,1.7489e-06,296.7276596,1.319912e-10,400.5640449438202,400.5640535536984
19,1733408586.0035343,1.7448e-06,296.7031149,1.385188e-10,400.5842696629213,400.5839556945569
20,1733408588.0021236,1.74e-06,296.6763331,1.458286e-10,400.60449438202244,400.6044163275347
21,1733408590.0034928,1.7428e-06,296.6516876,1.550651e-10,400.62471910112356,400.6245113852517
22,1733408591.997784,1.7354e-06,296.62748,1.662807e-10,400.6449438202247,400.6440676819285
23,1733408593.9992814,1.7411e-06,296.6040208,1.764614e-10,400.66516853932586,400.6641813566575
24,1733408595.9988806,1.7343e-06,296.5753808,1.910807e-10,400.685393258427,400.68517148436274
25,1733408598.0640717,1.7314e-06,296.5525965,2.04859e-10,400.7056179775281,400.7072236885782
26,1733408600.0301647,1.7336e-06,296.5269928,2.27268e-10,400.72584269662923,400.7255535832872
27,1733408602.0156984,1.7273e-06,296.5013134,2.46789e-10,400.74606741573035,400.74554258791215
28,1733408603.995989,1.7263e-06,296.4771065,2.75879e-10,400.7662921348315,400.76610567208746
29,1733408605.9927223,1.7174e-06,296.4540602,3.11478e-10,400.7865168539326,400.7862049972548
30,1733408608.000964,1.7174e-06,296.4284124,3.55511e-10,400.8067415730337,400.80581590946326
31,1733408610.0020225,1.7001e-06,296.4032944,4.23759e-10,400.82696629213484,400.8266352534628
32,1733408612.002262,1.7026e-06,296.3788785,5.08667e-10,400.84719101123596,400.8462447827601
33,1733408614.0055065,1.6812e-06,296.3540145,6.18389e-10,400.8674157303371,400.8662626308864
34,1733408616.0030868,1.6774e-06,298.2408747,7.59948e-10,400.8876404494382,400.88852583576715
35,1733408618.0000238,1.66e-06,298.2170799,9.06554e-10,400.90786516853933,400.9075290013998
36,1733408619.9888153,1.6468e-06,298.18849140000003,1.007441e-09,400.92808988764045,400.9280996226326
37,1733408621.8183267,1.6455e-06,298.1633006,1.030301e-09,400.9483146067416,400.94527797196383
38,1733408623.8045292,1.6472e-06,298.13921300000004,9.60702e-10,400.9685393258427,400.9660947307142
39,1733408625.7875295,1.6624e-06,298.1120926,8.3908e-10,400.9887640449438,400.98195038527604
40,1733408627.7593255,1.6705e-06,298.08957760000004,6.91371e-10,401.00898876404494,401.0051546698827
41,1733408629.748035,1.6879e-06,298.0783249,5.96567e-10,401.02921348314607,401.02622948339746
42,1733408631.7272873,1.6794e-06,298.0506224,5.72617e-10,401.0494382022472,401.0490926959806
43,1733408633.711923,1.6719e-06,298.0276526,6.16437e-10,401.0696629213483,401.0664056401728
44,1733408635.6847231,1.6595e-06,298.0025619,7.20282e-10,401.08988764044943,401.0864683445392
45,1733408637.668197,1.6423e-06,297.9773799,8.67101e-10,401.11011235955056,401.1094419412828
46,1733408639.6618052,1.629e-06,297.9508601,9.87219e-10,401.1303370786517,401.1308456636036
47,1733408641.6297452,1.624e-06,297.9303519,1.011437e-09,401.1505617977528,401.14893571602585
48,1733408643.611997,1.6281e-06,297.9032514,9.36151e-10,401.1707865168539,401.1694607228111
49,1733408645.5840619,1.6415e-06,297.87697660000003,8.0877e-10,401.19101123595505,401.18886490612874
50,1733408647.575,1.6484e-06,297.85352550000005,6.56283e-10,401.21123595505617,401.2091130544234
51,1733408649.5552337,1.6634e-06,297.8287785,5.4216e-10,401.2314606741573,401.23081779996284
52,1733408651.5401597,1.6643e-06,297.8017891,4.79471e-10,401.2516853932584,401.25224314999934
53,1733408653.5165327,1.6608e-06,297.7775138,4.64081e-10,401.27191011235954,401.2698127746714
54,1733408655.4918432,1.6607e-06,297.7533047,4.82804e-10,401.29213483146066,401.2908095290142
55,1733408657.474713,1.6548e-06,297.7272824,5.29123e-10,401.3123595505618,401.31122128976085
56,1733408659.4657145,1.6479e-06,297.70418739999997,5.84036e-10,401.3325842696629,401.33198011880813
57,1733408661.432393,1.6296e-06,297.679043,6.24154e-10,401.352808988764,401.35261777947994
58,1733408663.4165406,1.6294e-06,297.6504163,6.27902e-10,401.37303370786515,401.3716424973815
59,1733408665.39514,1.6374e-06,297.62841560000004,5.92945e-10,401.39325842696627,401.3911825851887
60,1733408667.3690279,1.6435e-06,297.60591600000004,5.3102e-10,401.4134831460674,401.41202698577104
61,1733408669.3593748,1.6427e-06,297.5773754,4.56302e-10,401.4337078651685,401.43142240761944
62,1733408671.3489583,1.6542e-06,297.55345109999996,3.86916e-10,401.45393258426964,401.45267494097976
63,1733408673.3190234,1.6513e-06,297.52848620000003,3.35983e-10,401.47415730337076,401.4716641223033
64,1733408675.2992506,1.6544e-06,297.50541780000003,3.01561e-10,401.4943820224719,401.4937176643623
65,1733408677.2785416,1.657e-06,297.47936089999996,2.87561e-10,401.514606741573,401.51394327977295
66,1733408679.262817,1.6479e-06,297.4533392,2.89268e-10,401.5348314606741,401.5340356510332
67,1733408681.2505646,1.6475e-06,297.43019569999996,3.01329e-10,401.5550561797753,401.55280392104515
68,1733408683.2232106,1.6404e-06,297.4042734,3.19071e-10,401.57528089887643,401.5738257012443
69,1733408685.2028487,1.6414e-06,297.3800106,3.31056e-10,401.59550561797755,401.5943337391658
70,1733408687.1827054,1.6406e-06,297.3547249,3.28805e-10,401.6157303370787,401.6146737883186
71,1733408689.162536,1.6375e-06,297.3287386,3.07898e-10,401.6359550561798,401.63560174954887
72,1733408691.1456902,1.6325e-06,297.3068057,2.72771e-10,401.6561797752809,401.6552783035321
73,1733408693.122797,1.6348e-06,297.2787986,2.35845e-10,401.67640449438204,401.67542538774893
74,1733408695.1067407,1.6397e-06,297.25629680000003,2.04896e-10,401.69662921348316,401.6961555211629
75,1733408697.1459935,1.6308e-06,297.2323276,1.695975e-10,401.7168539325843,401.7171270054879
76,1733408699.1212702,1.6346e-06,297.2070691,1.711413e-10,401.7370786516854,401.73592461497407
77,1733408701.106167,1.6336e-06,297.1803719,1.700286e-10,401.75730337078653,401.7566024242794
78,1733408703.086089,1.6281e-06,297.1569112,1.743006e-10,401.77752808988765,401.7762952355608
79,1733408705.0675068,1.627e-06,297.1316881,1.788067e-10,401.7977528089888,401.7958204170971
80,1733408707.0520053,1.6203e-06,297.1073995,1.788428e-10,401.8179775280899,401.8156466624257
81,1733408709.0256915,1.6169e-06,297.0820034,1.709241e-10,401.838202247191,401.8371773575508
82,1733408711.0103729,1.6143e-06,297.0583087,1.577027e-10,401.85842696629214,401.8567749489739
83,1733408712.9907587,1.6147e-06,297.0315122,1.42158e-10,401.87865168539327,401.87825768081046
84,1733408714.993374,1.606e-06,297.0094806,1.307082e-10,401.8988764044944,401.8983585600186
85,1733408716.9776263,1.6039e-06,296.981564,1.219205e-10,401.9191011235955,401.91827708358846
86,1733408718.993042,1.6019e-06,296.9572114,1.17233e-10,401.93932584269663,401.93792395232754
87,1733408720.9927661,1.597e-06,296.933254,1.1512e-10,401.95955056179776,401.9580507868204
88,1733408722.9946609,1.5903e-06,296.9070249,1.148318e-10,401.9797752808989,401.97853462504827
89,1733408724.988091,1.5833e-06,296.8823102,1.152813e-10,402.0,401.99833106836354
